txid,vout_index,output_address,value_rvn,script_type,asset_name,asset_amount,asset_type
343dbe117779b2fa1a0a054252b088323bef464b29f17bf349ef497ed99af9dc,0,,0.00000000,nulldata,,,
343dbe117779b2fa1a0a054252b088323bef464b29f17bf349ef497ed99af9dc,1,RFsZcDEZdZDYT7GRHk3BaAP8m6CJYeGzak,991.87995000,pubkeyhash,,,
34477040e87eb1b0c0492cf947357718cd3b0bd474191669803e817cc567d2d5,0,,0.00000000,nulldata,,,
34477040e87eb1b0c0492cf947357718cd3b0bd474191669803e817cc567d2d5,1,RHmaqbtFqPBL7XAk2ywV16f3jXk9EscEj2,991.11819000,pubkeyhash,,,
345966a8806927c445b1634bda1fef1ff88e0f40a5fc4b9119650b8e6c4e95e9,0,RJpmi86hv2mtnCTFdS4LXG4TfX1rpowukG,34.04213729,pubkeyhash,,,
345966a8806927c445b1634bda1fef1ff88e0f40a5fc4b9119650b8e6c4e95e9,1,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.47217743,pubkeyhash,,,
349c5177e7cc0a8e1bbbbb9342ddccb2abeff6b5d7ce0d94426172d8089aba29,0,,0.00000000,nulldata,,,
349c5177e7cc0a8e1bbbbb9342ddccb2abeff6b5d7ce0d94426172d8089aba29,1,RQLLUefveE7txnLkGgXZLF4G9fwwvK7cHL,991.86063000,pubkeyhash,,,
34c2d26d53bd9343b5d1755e8089a869b1da4327ee62ce32bfc16cc9afe39471,0,,0.00000000,nulldata,,,
34c2d26d53bd9343b5d1755e8089a869b1da4327ee62ce32bfc16cc9afe39471,1,RGPyPsJxeouYpd8dyiWJ2f3XJEFJxs6n63,991.78059000,pubkeyhash,,,
34c981c36f591d003a107a526d2c7ac0de12f519d66953e2bfceffe0ca186342,0,,0.00000000,nulldata,,,
34c981c36f591d003a107a526d2c7ac0de12f519d66953e2bfceffe0ca186342,1,RLgaxSMBJu62eNfBHHYAGAMQugcPRBK1w3,991.99311000,pubkeyhash,,,
35096a6a664db24d83942c084799523fe818c14eddbcf16a38e16e015d14060d,0,,0.00000000,nulldata,,,
35096a6a664db24d83942c084799523fe818c14eddbcf16a38e16e015d14060d,1,RWrWjMAutPw827fMu1QcUMZbgBvP7Q2EoL,993.06123000,pubkeyhash,,,
350a361a647d08ea63f0d9a3aa07339dc357d1f299a510aca1ae5751a87ecf4c,0,,0.00000000,nulldata,,,
350a361a647d08ea63f0d9a3aa07339dc357d1f299a510aca1ae5751a87ecf4c,1,RVnoj6B1Kz2hdwCKXwTJhwLKMuxByw9HsV,991.28931000,pubkeyhash,,,
351018902b15c78263caa33d82071e6eda7168171ff04bc9f8901ebc335c37fd,0,,0.00000000,nulldata,,,
351018902b15c78263caa33d82071e6eda7168171ff04bc9f8901ebc335c37fd,1,RDbPS7xJniHqAGMpjMqHeut9YhqeNXpaAX,990.29019000,pubkeyhash,,,
3516d7bf150ff9c02e7fe91f11721078a96ffc60d8ef0d5c8e78ea927c9aec76,0,,0.00000000,nulldata,,,
3516d7bf150ff9c02e7fe91f11721078a96ffc60d8ef0d5c8e78ea927c9aec76,1,RUXaFakBrAoLFzbzdo6fdvqaaFEyZAvXXN,991.62051000,pubkeyhash,,,
3524f07e726047b1a8bb2eea3f4a3b7ce3df11830af852404fdab004ae695ebc,0,,0.00000000,nulldata,,,
3524f07e726047b1a8bb2eea3f4a3b7ce3df11830af852404fdab004ae695ebc,1,RCuXscPxM41WMnfQotPLGJLh9ab6RCdQch,995.37820000,pubkeyhash,,,
352a3ed3340f5de4fd15c9909372917b9b2a2a2fb2670156385a34ff18573cf1,0,,0.00000000,nulldata,,,
352a3ed3340f5de4fd15c9909372917b9b2a2a2fb2670156385a34ff18573cf1,1,RCpCHe8suWMJDUfceAhC69cJXeicDPA5oH,994.88480000,pubkeyhash,,,
357842818dbe02f463abdc6abf4b337e0429da91d9215d9128131f475bfe5853,0,,0.00000000,nulldata,,,
357842818dbe02f463abdc6abf4b337e0429da91d9215d9128131f475bfe5853,1,RGQT4DWhoFjtuyggBbd5UenWzWbea1CBwX,995.06940000,pubkeyhash,,,
35a1ce2d9a4e25c2a6e050a5242cd8bdbcb622b7e5df31278949d74ec09b7ed8,0,,0.00000000,nulldata,,,
35a1ce2d9a4e25c2a6e050a5242cd8bdbcb622b7e5df31278949d74ec09b7ed8,1,RFFB1QQtnw9PSmgpRJSjNcxJ49xKWbWpmK,990.08043000,pubkeyhash,,,
35ac038dca0f47d6f60b96494dba3a3fabb537b5ef0d4381d698e7837b9318fb,0,,0.00000000,nulldata,,,
35ac038dca0f47d6f60b96494dba3a3fabb537b5ef0d4381d698e7837b9318fb,1,RVMXP1t2qbPJvfwWUi7RkQ88mfHpho9LGC,991.90755000,pubkeyhash,,,
35c5436b4e774eba4c8f723674d99746abc21d0e840a07be76db6e5b4428cd46,0,,0.00000000,nulldata,,,
35c5436b4e774eba4c8f723674d99746abc21d0e840a07be76db6e5b4428cd46,1,RTammA8gdGobnMybA1hDQZjpmDA6oCLnP9,989.99211000,pubkeyhash,,,
35d83567ee57a27920c115ee26146d6f80abfa64ce838dd1a4eb6be158c54340,0,,0.00000000,nulldata,,,
35d83567ee57a27920c115ee26146d6f80abfa64ce838dd1a4eb6be158c54340,1,REF8aV8xDQjC2maouZVGVTP2TWqoVyUp1b,990.55239000,pubkeyhash,,,
35e5325c6f0ba6d18d59f8d93f6bbbf35f3dc8d93cc9659cf992b6dd05b98767,0,,0.00000000,nulldata,,,
35e5325c6f0ba6d18d59f8d93f6bbbf35f3dc8d93cc9659cf992b6dd05b98767,1,R9LUMVaTUCtX1eu7Ri6wE9Z2YTmtpTSsAb,991.32243000,pubkeyhash,,,
35f30e5881e2000a62d9c6c51e8b3086755fddfc465065e421922593be88ef12,0,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe,7.73761173,pubkeyhash,,,
35f88a107d1da80b1240caee0da33f3293295f16e95ba332f94dc0e1fd47ed9c,0,,0.00000000,nulldata,,,
35f88a107d1da80b1240caee0da33f3293295f16e95ba332f94dc0e1fd47ed9c,1,RY1LHhDXUjG8jY3DYmxDPdjpcgQsMGsDVX,990.98019000,pubkeyhash,,,
3604ffdab8495763bce1abcdac3eee94a8fa564525db727a2c7e0e35a0a85c90,0,,0.00000000,nulldata,,,
3604ffdab8495763bce1abcdac3eee94a8fa564525db727a2c7e0e35a0a85c90,1,RPBXWW5eNgvf73q6t8HHgvc8j7BMD1bsmp,994.13748000,pubkeyhash,,,
363303ff5918d43abd682a81b12e6b2732e2fe9522d11502b93365284570931f,0,RA4uh9UFuPpTLbpHNXyKEt71M3hwJdGHYK,0.00685628,pubkeyhash,,,
363303ff5918d43abd682a81b12e6b2732e2fe9522d11502b93365284570931f,1,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.05820903,pubkeyhash,,,
3638addaabd675d70656fb88e6c2b2eb7e4b5f5d25087996e412c08c641a13ad,0,,0.00000000,nulldata,,,
3638addaabd675d70656fb88e6c2b2eb7e4b5f5d25087996e412c08c641a13ad,1,RWGWzj59Qxs8cJqoEBziRPgb8kRFQL3ZGU,992.70519000,pubkeyhash,,,
36513ed8eb8be75ed4dd01cba7b4139ec34678211e4b017dc5136059ad82c6bf,0,,0.00000000,nulldata,,,
36513ed8eb8be75ed4dd01cba7b4139ec34678211e4b017dc5136059ad82c6bf,1,RHZ5d155gvj5p5Pmj8VPGNSJ6vRurJUbwc,990.60207000,pubkeyhash,,,
365da3f6abb91f6e38ae307453834a161aa344f6be20192689423e0f189bef47,0,,0.00000000,nulldata,,,
365da3f6abb91f6e38ae307453834a161aa344f6be20192689423e0f189bef47,1,RYEHf4EpjAAXLVcSSgmwfdeBiaEFTbTHW5,989.45147000,pubkeyhash,,,
365dfdff6329f0395e3109c63f79e912901c69957fdec52c02faa98813ff2757,0,,0.00000000,nulldata,,,
365dfdff6329f0395e3109c63f79e912901c69957fdec52c02faa98813ff2757,1,RF5hfZi3jMhZZ5EuhUXKs5knmkJg57F23c,989.50391000,pubkeyhash,,,
3684212601f059caaaaec1b46a559a091a134b2feada63ade072ed96fdced867,0,,0.00000000,nulldata,,,
3684212601f059caaaaec1b46a559a091a134b2feada63ade072ed96fdced867,1,RJ7StPVqUFhL6NcwW6Q12jisH5cc3nYSKg,990.91395000,pubkeyhash,,,
368e8fbea548bce6a1caf9f9239ddfcb785211773d6db19d1f929326c20faf6f,0,,0.00000000,nulldata,,,
368e8fbea548bce6a1caf9f9239ddfcb785211773d6db19d1f929326c20faf6f,1,RK4RXj4T8DFJTgVe8L2FzApCsMyEkgF8hU,990.18255000,pubkeyhash,,,
36967a1ad70d9e8a2b21ac4ce9a57c3bbe0449a0d2e33624d09aa6982efa7d9e,0,,0.00000000,nulldata,,,
36967a1ad70d9e8a2b21ac4ce9a57c3bbe0449a0d2e33624d09aa6982efa7d9e,1,RT5Wo3hTEgG1t3K9nRyX86jfZ61QeUYeiu,991.64259000,pubkeyhash,,,
36e9b6b9c8dfdbb0c32be1a913fe388d3c947270787741772d5faa3729592e33,0,,0.00000000,nulldata,,,
36e9b6b9c8dfdbb0c32be1a913fe388d3c947270787741772d5faa3729592e33,1,RWTGX5WM6b3KN6MCmv484kRQUxxbrfnZeD,990.94983000,pubkeyhash,,,
36fa49869df9bceba562b8a6850d57ed133dff39b2a3c44904bcd09be1911670,0,,0.00000000,nulldata,,,
36fa49869df9bceba562b8a6850d57ed133dff39b2a3c44904bcd09be1911670,1,RW6F635HXKdtuKhmDjjVSbEPoQ3zM64Xiw,989.26103000,pubkeyhash,,,
36fbe63d9785412a3d9b8fcfedb002a556604655297bc2780caa6cddd2f1038f,0,,0.00000000,nulldata,,,
36fbe63d9785412a3d9b8fcfedb002a556604655297bc2780caa6cddd2f1038f,1,RHQZejUpTNtaUCTuB7jqSa1nCEKBxC6SCa,993.79800000,pubkeyhash,,,
3702eee287ea5c52d0ebd3126f50b4b20054f17882f39299f87861fad4c40241,0,,0.00000000,nulldata,,,
3702eee287ea5c52d0ebd3126f50b4b20054f17882f39299f87861fad4c40241,1,RXMqNWScEn3avRwMYUJXPGZtFgnYxNbTp9,995.10528000,pubkeyhash,,,
3709ea1c445da9430cf92aceda508fad34f3e13aa44dbfd9117bfc3127560335,0,RBEWGjsKocnHGoHXtsvanSBSSTFjbKSvfT,34.01231890,pubkeyhash,,,
3709ea1c445da9430cf92aceda508fad34f3e13aa44dbfd9117bfc3127560335,1,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.21288586,pubkeyhash,,,
370a9b779e5caaedadb7ad8b7a1e3d25664dd3382a9cb7deaaaf934d01e788ee,0,,0.00000000,nulldata,,,
370a9b779e5caaedadb7ad8b7a1e3d25664dd3382a9cb7deaaaf934d01e788ee,1,RKaLiHxssy2tSmNkMGRDY2EdinJd4gjLS7,994.57844000,pubkeyhash,,,
3718b83b19a377cfe54b4b2ec4ee309f09101a8ced01381418573ffce271067a,0,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.15982663,pubkeyhash,,,
3718b83b19a377cfe54b4b2ec4ee309f09101a8ced01381418573ffce271067a,1,RD1tiHz8VqUYtsiVQK8npTt2JNgqhKwFod,34.00753598,pubkeyhash,,,
3727eb5670f726af844b1a00d0da3eb2241371ea444b87d9d57137b96abb5f90,0,,0.00000000,nulldata,,,
3727eb5670f726af844b1a00d0da3eb2241371ea444b87d9d57137b96abb5f90,1,RPxoWiTydh1owZUMrAnBBWZSk54rsu57wN,990.37851000,pubkeyhash,,,
373374859cecaf4fd01b01588665e3bb8a6b35969e770f957846139ce56ccf8d,0,,0.00000000,nulldata,,,
373374859cecaf4fd01b01588665e3bb8a6b35969e770f957846139ce56ccf8d,1,R9bqTCbXcNuGPq9tjWgU5UcnQjxNT2FUZe,993.19371000,pubkeyhash,,,
3750f8c070e70ac89144ab452285e3a06ee383658d13b273cd472d0149f74fde,0,,0.00000000,nulldata,,,
3750f8c070e70ac89144ab452285e3a06ee383658d13b273cd472d0149f74fde,1,RMJdejqD2qZ2yfECJYAjQee5sggJPVoBGW,992.68035000,pubkeyhash,,,
375cacd745e7508514a7b79e771022d2d8fbd58360dc16fd376525a7ef067858,0,,0.00000000,nulldata,,,
375cacd745e7508514a7b79e771022d2d8fbd58360dc16fd376525a7ef067858,1,RN6xezm5V3DRMH4fgW8kwSEVUwicazFxtn,990.21015000,pubkeyhash,,,
3761ab0ed84607682671c8dc5ec3c3630f9be6f867ccb8e281182614efdfac30,0,,0.00000000,nulldata,,,
3761ab0ed84607682671c8dc5ec3c3630f9be6f867ccb8e281182614efdfac30,1,RKVyA9hNxEdXFPAD3wpowskczTMoXKX3iT,993.15231000,pubkeyhash,,,
377715d2e944dfc70714f543cad9b09c75ad3ca188ab9abebff5995b9d2d0902,0,,0.00000000,nulldata,,,
377715d2e944dfc70714f543cad9b09c75ad3ca188ab9abebff5995b9d2d0902,1,RUR37A2zqJXVoEcQr9uU3j6mVUagqRtVCi,994.20096000,pubkeyhash,,,
37aefff7e8b3b3c17beee3b44cf4f424b89b7d0471009412d38559bc02b5fd84,0,,0.00000000,nulldata,,,
37aefff7e8b3b3c17beee3b44cf4f424b89b7d0471009412d38559bc02b5fd84,1,RLUqc9CwgTUX1px9m8t3VJ616noLbhCks1,990.90015000,pubkeyhash,,,
37e06af87c591ca830b584eaa5ac31315d55bb414d0d64a06b48a12c6edcff37,0,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.49593619,pubkeyhash,,,
37e06af87c591ca830b584eaa5ac31315d55bb414d0d64a06b48a12c6edcff37,1,RNQM8QUxhPmxhufaYzmVz7PuoacQVZJsbV,34.04477625,pubkeyhash,,,
37e66557a3c07bd39996775c27af675c0f6e79756799abad413b558d253c6720,0,,0.00000000,nulldata,,,
37e66557a3c07bd39996775c27af675c0f6e79756799abad413b558d253c6720,1,RUiyTxTpAX7BRcb8MLNoGrJEf7W9qzKbrK,995.06112000,pubkeyhash,,,
37f1167c630a2ed7883960835b684769e370dd683ba0bf8f722a4e97b7e98458,0,,0.00000000,nulldata,,,
37f1167c630a2ed7883960835b684769e370dd683ba0bf8f722a4e97b7e98458,1,RU2F4qNkwnLkgn6GktNCi7iKTEVPyFYVrX,992.20839000,pubkeyhash,,,
380fe705e0a7fad631f080940aea8710b3a3741e47a0fecb9e6d352c1da73287,0,,0.00000000,nulldata,,,
380fe705e0a7fad631f080940aea8710b3a3741e47a0fecb9e6d352c1da73287,1,RYbhxqJbty2var1WwyYVsEUf3LDBtwyPze,991.47423000,pubkeyhash,,,
3813413e690dd0340b5b88a5e492b4432442ecef1c35c7886206cccb2863e265,0,,0.00000000,nulldata,,,
3813413e690dd0340b5b88a5e492b4432442ecef1c35c7886206cccb2863e265,1,RKieGMWq2baecRAcF8ddvQqCwk6EWNnZQm,989.61155000,pubkeyhash,,,
382f0d11815ef537d8ebb6821733d2af956a60fe6e58c23d35e4ad934122bc4f,0,,0.00000000,nulldata,,,
382f0d11815ef537d8ebb6821733d2af956a60fe6e58c23d35e4ad934122bc4f,1,RFkvCisUXeFsYvSV6GidALWZpUxeR8yHR7,992.84595000,pubkeyhash,,,
385bb60c46e9b293cb13767a9eba409adf5c26441f4a464202345da03cb20c98,0,,0.00000000,nulldata,,,
385bb60c46e9b293cb13767a9eba409adf5c26441f4a464202345da03cb20c98,1,R9srwD6MrYR62JjiYNPX8V5UKVZZx4BPPV,992.14767000,pubkeyhash,,,
38980911fa8a3d70d190b6b2444e7ea81f3c59e0c78c1cea80ff08089d882c15,0,,0.00000000,nulldata,,,
38980911fa8a3d70d190b6b2444e7ea81f3c59e0c78c1cea80ff08089d882c15,1,RCnTuLNPaajinVTX4pmEMWe82U5rZMZ1yb,992.38779000,pubkeyhash,,,
38b7c8fd01d77ec0c30a30b445cf3a1b922ae0fa4dbd04b14b19fb378181dbcb,0,,0.00000000,nulldata,,,
38b7c8fd01d77ec0c30a30b445cf3a1b922ae0fa4dbd04b14b19fb378181dbcb,1,RBPZoxagd4nuU135tgrXoikQTQFLi727ib,989.66367000,pubkeyhash,,,
38bd5a42354b74f12f2faac370af032d0430d381e79106b7f4ff97b5a730711f,0,,0.00000000,nulldata,,,
38bd5a42354b74f12f2faac370af032d0430d381e79106b7f4ff97b5a730711f,1,RT2Xvri3MhXAVhmWfdYicFyJnAaPGbWcyf,988.98779000,pubkeyhash,,,
38e124b10588082ee74324965115d691da5f5f2a8da1d97e91fa798a79c079fb,0,,0.00000000,nulldata,,,
38e124b10588082ee74324965115d691da5f5f2a8da1d97e91fa798a79c079fb,1,RAH5Sz8gz3QXa7KzYpKqeQph5NbNDGUHBB,991.38315000,pubkeyhash,,,
38e81ebd6514fe2c0d5115130f553a12c6f537b817dc40684871a7577ff10af0,0,,0.00000000,nulldata,,,
38e81ebd6514fe2c0d5115130f553a12c6f537b817dc40684871a7577ff10af0,1,RFvQzbkuErNj9FvKRN5jkNkRZLufCDJ9gJ,994.28652000,pubkeyhash,,,
39392769f39d2d73b4d20209d5da18d6fcd861f63b136f780f3aa2dc2d66ed24,0,,0.00000000,nulldata,,,
39392769f39d2d73b4d20209d5da18d6fcd861f63b136f780f3aa2dc2d66ed24,1,RFv2YDmth2ChDPyarRhg9V8ns4rN8AFbXZ,993.20751000,pubkeyhash,,,
393b9e252f1e7d42f13af8f29e55f09396f0bccb178f23245f32002c098f882a,0,,0.00000000,nulldata,,,
393b9e252f1e7d42f13af8f29e55f09396f0bccb178f23245f32002c098f882a,1,RJDWDJuQHXH5SJ9itFbAwyhvXwSeZdBPrb,993.29031000,pubkeyhash,,,
39511708bccb3ca91627d41b8cf0410c322674f1a8279304e608831a8173e8f3,0,,0.00000000,nulldata,,,
39511708bccb3ca91627d41b8cf0410c322674f1a8279304e608831a8173e8f3,1,REG3UPUEP2F6Wy1WubW2z54MPiqainvFaZ,990.11355000,pubkeyhash,,,
39565fd4a6869f63d24d31c211cd519ce3163ba48b9f9c6b2c02e6f3ff629fac,0,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.16661077,pubkeyhash,,,
39565fd4a6869f63d24d31c211cd519ce3163ba48b9f9c6b2c02e6f3ff629fac,1,RNMgFrz2FoWqHguxaem8uyF6mMobzfqAAU,34.00828909,pubkeyhash,,,
3969260b762970a2f1c2053c84e3cc12236dd6a6019529dbdc0359d55d84d837,0,,0.00000000,nulldata,,,
3969260b762970a2f1c2053c84e3cc12236dd6a6019529dbdc0359d55d84d837,1,RS5JE3tquksd4ymAd8JjAvpyrbAaqkZaG1,993.35655000,pubkeyhash,,,
398b2c1ec74c71c8bc257c98c4c2157085e091215c7a2520f7285b695ca9fc20,0,,0.00000000,nulldata,,,
398b2c1ec74c71c8bc257c98c4c2157085e091215c7a2520f7285b695ca9fc20,1,RRL8bcyYWMgxuyY2WNKqiask3nPM5wy41C,989.45699000,pubkeyhash,,,
3995461a6e92a526541edaabf9f56ea5ecdd92e2f9239a9ee81326b20248dde9,0,,0.00000000,nulldata,,,
3995461a6e92a526541edaabf9f56ea5ecdd92e2f9239a9ee81326b20248dde9,1,RCjgHXRSN2mgqZ436W7G8hbLNxwAp6Gxzq,994.41040000,pubkeyhash,,,
39b3421117abe659db3657ce16acf7826432720bd4fef183720460c2fd46ea84,0,,0.00000000,nulldata,,,
39b3421117abe659db3657ce16acf7826432720bd4fef183720460c2fd46ea84,1,RLBA4Go67q2xSVMadbass3UBxz9v4G5LQ9,991.13199000,pubkeyhash,,,
39bdc6bd7e96d42c21b14139d3f7e9fc5d61164d06a22667d463899a7e04baa6,0,,0.00000000,nulldata,,,
39bdc6bd7e96d42c21b14139d3f7e9fc5d61164d06a22667d463899a7e04baa6,1,RD72Y6dQbXPfkyrJgmbnd37UFe3zfMeSmJ,994.17612000,pubkeyhash,,,
39fca125ba8775c2b55fed4ca078694463ce3e5754907251db480da1257fb06b,0,,0.00000000,nulldata,,,
39fca125ba8775c2b55fed4ca078694463ce3e5754907251db480da1257fb06b,1,RPgX1oxiWPtqe2HbhGELQVqfPAUxWjmiJy,989.04575000,pubkeyhash,,,
3a1915d366041e0a3f5561715b1038b4cebed8b3a5a6506d7c02343dfcda7bc3,0,,0.00000000,nulldata,,,
3a1915d366041e0a3f5561715b1038b4cebed8b3a5a6506d7c02343dfcda7bc3,1,RJynnTaKVGPLj9s5ZcU9x47UfFcVyQ9EDN,992.77143000,pubkeyhash,,,
3a3d2bb2e5edc06c0596830918383c328274e005ed2c13375c03d68569f95b0d,0,,0.00000000,nulldata,,,
3a3d2bb2e5edc06c0596830918383c328274e005ed2c13375c03d68569f95b0d,1,RCu4F4K3JgNoVXZVhNFbsDjPbguQ5YhFjs,992.98119000,pubkeyhash,,,
3a45790ed6e4fe7fd5ec7214af8416e1851f5ac5ba99ca49a8c876b92792c0a8,0,,0.00000000,nulldata,,,
3a45790ed6e4fe7fd5ec7214af8416e1851f5ac5ba99ca49a8c876b92792c0a8,1,RKpB4DbPDSZjf1dbaxngtrL5WHwSyv57tA,994.52048000,pubkeyhash,,,
3a5827019305bb74b1a4fa0c766da1acee6a4271b74a36f66f9c9f334f1b29b2,0,,0.00000000,nulldata,,,
3a5827019305bb74b1a4fa0c766da1acee6a4271b74a36f66f9c9f334f1b29b2,1,RGSpfahkQ9Z2FgxhKtPAHmtv4dz4QAwenJ,993.16059000,pubkeyhash,,,
3a85de14fa816f963cfe8129442174b26368eefde2dbef52c393f675aa018c53,0,,0.00000000,nulldata,,,
3a85de14fa816f963cfe8129442174b26368eefde2dbef52c393f675aa018c53,1,RFoYmSwoa6zQiWFF9S8XvwTQWNgeFgsrMc,990.97191000,pubkeyhash,,,
3adeeb5c010cb5a4032aa4195825382504d2b25b4c27ee3d22dcdacbdc1cb3aa,0,,0.00000000,nulldata,,,
3adeeb5c010cb5a4032aa4195825382504d2b25b4c27ee3d22dcdacbdc1cb3aa,1,RQ9Zj55zgNZ87CF1Es8sMDNsAzXXrKfm1C,990.27087000,pubkeyhash,,,
3b2762f0bdcb393b806f3ce26aaa969dcba0ce7edd684007b31f61271a5dce69,0,,0.00000000,nulldata,,,
3b2762f0bdcb393b806f3ce26aaa969dcba0ce7edd684007b31f61271a5dce69,1,RSutBbtq75CdhBn8ooJsshPLqjhVeSyieq,990.63519000,pubkeyhash,,,
3b53e0d9f7716b91f5e947b19b0b4c06e9a992166d90ddbd4d5007be05471f20,0,,0.00000000,nulldata,,,
3b53e0d9f7716b91f5e947b19b0b4c06e9a992166d90ddbd4d5007be05471f20,1,RDnTZLqBK5aoDSTvs9HMrSyBi4EmDZ16rS,990.65175000,pubkeyhash,,,
3b650cadd796b0ab0eea43de662698b5b02b624903819a24dd22cc6db5d989a0,0,,0.00000000,nulldata,,,
3b650cadd796b0ab0eea43de662698b5b02b624903819a24dd22cc6db5d989a0,1,RGwxcFTDfia51GZLo46S98xEJGPubMCKWE,990.74007000,pubkeyhash,,,
3b7154d0027418be0f3f368a6c5581a5a97b81dfce7c0183907922d286bd6596,0,,0.00000000,nulldata,,,
3b7154d0027418be0f3f368a6c5581a5a97b81dfce7c0183907922d286bd6596,1,RLh3VKLisGnZst79mfXHWRoUcggGKX83FD,995.29816000,pubkeyhash,,,
3b9fe4ec05c8d0da3377790578aa618f5ed179f7810b09a0209a817ffbc363b4,0,,0.00000000,nulldata,,,
3b9fe4ec05c8d0da3377790578aa618f5ed179f7810b09a0209a817ffbc363b4,1,RL4PPYbH2nDpcikS9uM3SL6CoziEQvcRZD,994.23132000,pubkeyhash,,,
3bb3fb76a9a6b0305ca7b72beec3325b1d453faf43a45ebee47e5ed804f3413b,0,RDc3he4jkjFTY6k5297ZkbGnmPJDiZ1gJW,33.99546737,pubkeyhash,,,
3bb3fb76a9a6b0305ca7b72beec3325b1d453faf43a45ebee47e5ed804f3413b,1,RX1r2eyM1UW7y2xHcrTejDfyCUk1yBmz4i,306.05142785,pubkeyhash,,,
3bc79139d6d1f600ab4e9ae2ecfb94636aad5434ff1168eaa04667f7d711e3b5,0,,0.00000000,nulldata,,,
3bc79139d6d1f600ab4e9ae2ecfb94636aad5434ff1168eaa04667f7d711e3b5,1,RLTaYXz2dAcRi5uua1mn1J8UaR57sBcjc3,990.50271000,pubkeyhash,,,
3be56a5c0558327b8d1f42a01371435ba3b4ccc1e4da0a36f6a94728e333539b,0,,0.00000000,nulldata,,,
3be56a5c0558327b8d1f42a01371435ba3b4ccc1e4da0a36f6a94728e333539b,1,RJSf1tQSWvi1p2JvF7Msu7jq8ktXfpiYqc,993.43368000,pubkeyhash,,,
3bfdc691a21cdad3b06dc50ac69f64d9ee2a7b0e9f44292fe3792810e5d79e1f,0,,0.00000000,nulldata,,,
3bfdc691a21cdad3b06dc50ac69f64d9ee2a7b0e9f44292fe3792810e5d79e1f,1,RAk46r9ye8ENtTQEe2ZxBhPTEzj5ubZv6Z,989.08439000,pubkeyhash,,,
3c038a0103bca8b1404168273937843fe7a06bbd8596338b2cd2da9734cce98b,0,,0.00000000,nulldata,,,
3c038a0103bca8b1404168273937843fe7a06bbd8596338b2cd2da9734cce98b,1,RWo6x9okq5zf1hRsrK2DEWTBneccM9xRzk,989.53427000,pubkeyhash,,,
3c0ef420cc2da95f6e1861d3b051cdf6775448d1d20d35df278b980fbeef0676,0,,0.00000000,nulldata,,,
3c0ef420cc2da95f6e1861d3b051cdf6775448d1d20d35df278b980fbeef0676,1,RGz41BXcVwqKj4EgtwNocH89AgxwbxRftT,989.23895000,pubkeyhash,,,
3c2d4ab92863e62fff1b30f8e27df8424868e5a348a8ab8d6241d66271681984,0,,0.00000000,nulldata,,,
3c2d4ab92863e62fff1b30f8e27df8424868e5a348a8ab8d6241d66271681984,1,RLNVpaqoSjgZMWSfi216ae86169Ako78bs,995.12736000,pubkeyhash,,,
3c478300ed533821ef77cbf80c18f8cf7977df978baa46d00f8f3438eb12a03c,0,,0.00000000,nulldata,,,
3c478300ed533821ef77cbf80c18f8cf7977df978baa46d00f8f3438eb12a03c,1,RM2maHbPrMGhK5XMMe4ZaK173YHDWYYjWY,989.69127000,pubkeyhash,,,
3c61b05965dad58948d5f28874f642e25adb7a4c6b035ebcf12ee459eb7497f5,0,,0.00000000,nulldata,,,
3c61b05965dad58948d5f28874f642e25adb7a4c6b035ebcf12ee459eb7497f5,1,RGE6zR821SxSpfVUSvWbriYM7DryDnWsqY,995.19328000,pubkeyhash,,,
3c6afdb7c587e141f4503de143e53cf271b8be39f66f25c1713873807b3f745f,0,,0.00000000,nulldata,,,
3c6afdb7c587e141f4503de143e53cf271b8be39f66f25c1713873807b3f745f,1,RMFqk1iHkPEcqaKNw6QRXCSwS4EuLmyGJB,993.83940000,pubkeyhash,,,
3c94c22e9122a0117faf6cfcbd79ea58bd7b65b6bead05a65da575086ce61dfa,0,,0.00000000,nulldata,,,
3c94c22e9122a0117faf6cfcbd79ea58bd7b65b6bead05a65da575086ce61dfa,1,RD99nTBiuisAizX3V96jjLrqNDyuex3m49,994.31136000,pubkeyhash,,,
3c97c113c9daaab837f511ad13e49680d6554d065bfb0878a904b40a9f03bc5a,0,,0.00000000,nulldata,,,
3c97c113c9daaab837f511ad13e49680d6554d065bfb0878a904b40a9f03bc5a,1,RX7J4detyNoAjyMw4TPsbx3NmAAVLDcsDE,989.89275000,pubkeyhash,,,
3cb9d25d084fbeaa50c85fc723b8fe8aee094023c149f4c9d235f2fa4c5f19ab,0,,0.00000000,nulldata,,,
3cb9d25d084fbeaa50c85fc723b8fe8aee094023c149f4c9d235f2fa4c5f19ab,1,RQAtSayoxPmzEXRTLATkafZJaphXdV2ywS,993.43920000,pubkeyhash,,,
3ce1478e7d01d2490a067db68e3cb75f6bf89e25ef712ed3d85726cac734fbd1,0,,0.00000000,nulldata,,,
